x,y,err
-0.996996996996997,0.002681112745492217,0.00033128977931775716
-0.9939939939939939,0.005362248858449349,0.0005104181197541094
-0.9909909909909911,0.008043403560353605,0.0006238938235922143
-0.987987987987988,0.010724565454018847,0.0007063590169641519
-0.984984984984985,0.013405724197824202,0.0007699108343310257
-0.9819819819819819,0.016086870350238612,0.0008204202556456394
-0.9789789789789789,0.01876799518306287,0.000861386753206171
-0.9759759759759761,0.02144909055792232,0.0008950964289657195
-0.972972972972973,0.024130148818205948,0.0009231374074643643
-0.96996996996997,0.026811162699532678,0.0009466625361960299
-0.9669669669669669,0.02949212525660391,0.0009665360085456104
-0.9639639639639639,0.0321730298035394,0.0009834216085417447
-0.9609609609609611,0.03485386986522053,0.0009978389715355018
-0.957957957957958,0.037534639137590496,0.00101020111740817
-0.954954954954955,0.04021533145523623,0.0010208404231591593
-0.9519519519519519,0.04289594076488938,0.0010300271416193425
-0.9489489489489489,0.04557646110374431,0.001037982936640615
-0.945945945945946,0.048256886581697744,0.0010448909829975934
-0.942942942942943,0.05093721136678401,0.0010509036359148804
-0.93993993993994,0.053617429673217795,0.0010561483424844757
-0.9369369369369369,0.0562975357515654,0.0010607322566634286
-0.9339339339339339,0.05897752388065472,0.0010647458822798054
-0.930930930930931,0.06165738836090857,0.001068265976654449
-0.927927927927928,0.06433712350884066,0.0010713578845955906
-0.924924924924925,0.0670167236525065,0.0010740774286136252
-0.9219219219219219,0.06969618312773376,0.001076472449961183
-0.9189189189189189,0.0723754962749946,0.001078584072507843
-0.915915915915916,0.07505465743680163,0.0010804477448740338
-0.912912912912913,0.07773366095553622,0.0010820941039130024
-0.9099099099099099,0.08041250117162961,0.0010835496933427934
-0.9069069069069069,0.08309117242203445,0.0010848375642616118
-0.9039039039039038,0.0857696690389342,0.0010859777788456422
-0.9009009009009008,0.08844798534864794,0.0010869878343121942
-0.897897897897898,0.09112611567069492,0.0010878830209328067
-0.8948948948948949,0.09380405431699079,0.0010886767252810574
-0.8918918918918919,0.09648179559115018,0.001089380687836043
-0.8888888888888888,0.0991593337878775,0.0010900052224141932
-0.8858858858858858,0.10183666319242894,0.0010905594035775046
-0.882882882882883,0.10451377808013183,0.0010910512270964816
-0.8798798798798799,0.10719067271595292,0.0010914877476774353
-0.8768768768768769,0.10986734135410142,0.0010918751974556208
-0.8738738738738738,0.112543778237666,0.0010922190881756107
-0.8708708708708708,0.1152199775982738,0.0010925242995033662
-0.867867867867868,0.11789593365576949,0.0010927951555209587
-0.8648648648648649,0.12057164061790913,0.001093035491129166
-0.8618618618618619,0.12324709268006691,0.0010932487098123823
-0.8588588588588588,0.12592228402494857,0.0010934378339950725
-0.8558558558558558,0.12859720882231362,0.0010936055490305375
-0.852852852852853,0.13127186122870121,0.0010937542417052803
-0.8498498498498499,0.13394623538716005,0.001093886034009802
-0.8468468468468469,0.13662032542697794,0.001094002812815414
-0.8438438438438438,0.13929412546341663,0.0010941062560029097
-0.8408408408408408,0.1419676295974417,0.001094197855509546
-0.8378378378378377,0.14464083191545707,0.0010942789376939784
-0.8348348348348349,0.14731372648903437,0.0010943506813618697
-0.8318318318318318,0.14998630737464344,0.001094414133746755
-0.8288288288288288,0.15265856861337931,0.001094470224699807
-0.8258258258258258,0.15533050423068948,0.001094519779307272
-0.8228228228228227,0.15800210823609645,0.0010945635291246863
-0.8198198198198199,0.16067337462291936,0.0010946021221915716
-0.8168168168168168,0.16334429736799236,0.0010946361319687764
-0.8138138138138138,0.16601487043138077,0.0010946660653219755
-0.8108108108108107,0.16868508775609414,0.0010946923696591214
-0.8078078078078077,0.17135494326779663,0.0010947154393158652
-0.8048048048048049,0.17402443087451375,0.0010947356212714814
-0.8018018018018018,0.17669354446633762,0.0010947532202675617
-0.7987987987987988,0.17936227791512718,0.0010947685033932454
-0.7957957957957957,0.18203062507420711,0.0010947817041931554
-0.7927927927927927,0.1846985797780614,0.0010947930263477937
-0.7897897897897899,0.18736613584202727,0.001094802646970526
-0.7867867867867868,0.1900332870619807,0.0010948107195603099
-0.7837837837837838,0.19270002721402366,0.0010948173766452557
-0.7807807807807807,0.19536635005416453,0.001094822732148148
-0.7777777777777777,0.19803224931799668,0.0010948268835019523
-0.7747747747747749,0.2006977187203735,0.001094829913540451
-0.7717717717717718,0.20336275195507833,0.001094831892186481
-0.7687687687687688,0.20602734269449408,0.001094832877958175
-0.7657657657657657,0.20869148458926537,0.0010948329193114564
-0.7627627627627627,0.21135517126796008,0.0010948320558353817
-0.7597597597597598,0.2140183963367254,0.0010948303193152164
-0.7567567567567568,0.2166811533789413,0.0010948277346767914
-0.7537537537537538,0.21934343595486913,0.0010948243208243195
-0.7507507507507507,0.22200523760129706,0.0010948200913827666
-0.7477477477477477,0.22466655183118256,0.0010948150553547556
-0.7447447447447448,0.22732737213328788,0.0010948092177010093
-0.7417417417417418,0.22998769197181543,0.0010948025798526045
-0.7387387387387387,0.23264750478603646,0.0010947951401623281
-0.7357357357357357,0.23530680398991655,0.0010947868943018395
-0.7327327327327327,0.23796558297173748,0.0010947778356106784
-0.7297297297297298,0.24062383509371346,0.001094767955402514
-0.7267267267267268,0.24328155369160548,0.0010947572432334612
-0.7237237237237237,0.24593873207432915,0.0010947456871369433
-0.7207207207207207,0.24859536352355882,0.0010947332738289446
-0.7177177177177176,0.25125144129332916,0.0010947199888871714
-0.7147147147147148,0.25390695860962903,0.0010947058169073402
-0.7117117117117118,0.25656190866999445,0.0010946907416392966
-0.7087087087087087,0.25921628464309504,0.0010946747461055366
