x,y,err
-0.95,-0.9966509395852329,0.13350888855642398
-0.8999999999999999,-0.9918580815719596,0.13730339598223631
-0.8500000000000001,-0.9839522575262827,0.13960686852174473
-0.8,-0.9701096633408551,0.14406183363772784
-0.75,-0.9447209676099033,0.154219395735159
-0.7,-0.8963360281925243,0.18076195001658169
-0.6499999999999999,-0.8029945978422232,0.2491059575531659
-0.6000000000000001,-0.63224097448697,0.3761809580864684
-0.55,-0.3704664544187211,0.47402540780263985
-0.5,-0.0787868418043513,0.42523140529345843
-0.44999999999999996,0.14794833684511813,0.41305314807529847
-0.3999999999999999,0.27858542462136404,0.4479778119598339
-0.3499999999999999,0.3308694617069909,0.45872371727678435
-0.3,0.32794680902622986,0.4590362696119201
-0.25,0.2870979704425017,0.4503095035356881
-0.19999999999999996,0.22284203110769044,0.42862615629006784
-0.1499999999999999,0.1502773390093181,0.39660866238843684
-0.09999999999999992,0.08492807164848942,0.3665810783571059
-0.04999999999999999,0.04004830754536321,0.3497193215943648
0.0,0.0241380774581821,0.3453495639571109
0.050000000000000044,0.0400483075453633,0.34971932159434765
0.10000000000000009,0.08492807164848926,0.3665810783571327
0.15000000000000008,0.1502773390093175,0.39660866238838155
0.20000000000000012,0.22284203110769094,0.42862615629012907
0.25000000000000006,0.28709797044250224,0.45030950353564597
0.30000000000000004,0.3279468090262303,0.45903626961191607
0.3500000000000001,0.33086946170699116,0.45872371727682787
0.40000000000000013,0.2785854246213642,0.4479778119598374
0.4500000000000001,0.1479483368451176,0.4130531480752982
0.5,-0.07878684180435191,0.4252314052934349
0.55,-0.3704664544187215,0.4740254078026399
0.6000000000000001,-0.6322409744869704,0.3761809580864765
0.6500000000000001,-0.802994597842224,0.24910595755316692
0.7000000000000002,-0.8963360281925247,0.18076195001658277
0.75,-0.9447209676099034,0.1542193957351595
0.8,-0.9701096633408552,0.14406183363772865
0.8500000000000001,-0.9839522575262827,0.1396068685217445
0.9000000000000001,-0.9918580815719596,0.1373033959822376
0.9500000000000002,-0.9966509395852331,0.13350888855642498
