,0,1,2,3,4,5,6
0,0.08,0.04,0.02,0.01,0.008,0.004,0.002
1,0.01211857795715332,0.02699899673461914,0.06741976737976074,0.19495272636413574,0.30044007301330566,1.5105514526367188,9.912725687026978
