,0,1,2,3,4,5,6,7,8,9
0,0.08,0.04,0.02,0.01,0.008,0.004,0.002,0.001,0.0008,0.0004
1,0.026220321655273438,0.05381369590759277,0.10583782196044922,0.21263575553894043,0.26320815086364746,0.5306625366210938,1.0541300773620605,2.1246111392974854,2.654250144958496,5.2889909744262695
