,0,1,2,3,4,5,6,7,8,9
0,0.08,0.04,0.02,0.01,0.008,0.004,0.002,0.001,0.0008,0.0004
1,0.02533590793609619,0.02990257740020752,0.035158514976501465,0.04426765441894531,0.04470241069793701,0.05683767795562744,0.07421004772186279,0.10851693153381348,0.1220712661743164,0.20120596885681152
